,140S,138S,136S,132S,127S,125S,122S,119S,115S,112S,109S,104S,101S,139S,113S,137S,133S,120S,116S,110S,126S,123S,106S,128S,111S,134S,114S,103S,124S,117S,107S,135S,129S,121S,130S,118S,108S,131S
113550_1..S02R::1404705600.0,60,-71,-7,5,13,14,5,-1,-20,13,10,-1,101,19,6,-79,13,9,-1,12,-5,10,5,4,12,-11,6,-6,7,10,-1,-6,18,-2,21,-5,12,24
114050_1..S02R::1404705600.0,63,-26,-1,1,27,7,6,-5,-1,17,-13,-60,281,37,11,-50,10,6,-4,-57,1,-1,-36,9,20,-62,-65,9,0,7,-37,-4,-11,0,4,16,-42,11
114550_1..S02R::1404705600.0,44,-36,-19,12,16,5,14,27,0,8,10,-4,191,22,-5,-61,-8,7,-11,11,-5,4,2,0,10,5,-4,-2,7,-2,-20,-21,11,-1,18,16,-13,-5
115050_1..S02R::1404705600.0,,,,,,,,,,,,,6191,,,,,,,,,,,,,,,,,,,,,,,,,
115550_1..S02R::1404705600.0,43,-87,-18,-2,13,23,12,-6,-4,-14,0,-25,101,89,13,-60,2,12,-4,7,-13,3,9,15,10,12,-13,-3,12,-1,11,-8,0,1,3,13,-3,15
116050_1..S02R::1404705600.0,41,-11,-40,-12,22,11,13,13,12,-11,-14,-12,101,12,13,-77,-9,14,18,-8,-3,0,26,19,22,2,13,15,3,-4,-1,10,4,6,-26,-22,13,5
116550_1..S02R::1404705600.0,49,-16,6,12,-15,18,2,2,15,22,19,-4,41,19,9,-66,8,19,8,-8,-2,25,0,27,-12,14,13,-6,14,12,19,-11,1,-5,-24,-2,-11,7
117050_1..S02R::1404705600.0,66,-24,-4,-2,-74,4,10,16,-10,17,-13,7,11,50,7,-85,9,5,19,-11,-8,6,14,-14,20,-65,-13,3,-2,-2,1,-33,3,0,7,14,-18,16
117550_1..S02R::1404705600.0,63,-25,8,3,21,-11,-17,-7,13,-5,16,-3,11,32,-5,-95,-18,8,11,-10,-9,-13,8,-7,-10,-2,5,-4,30,-8,-1,-17,-11,2,-18,10,13,14
118050_1..S02R::1404705600.0,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,
118550_1..S02R::1404705600.0,,,,,,,,,,,,,-169,,,,,,,,,,,,,,,,,,,,,,,,,
119050_1..S02R::1404705600.0,48,-19,-9,-18,9,26,15,-11,-7,-1,163,6,-169,104,20,-85,12,24,17,-3,14,13,13,2,-5,-10,-62,7,16,-37,9,1,-12,6,-2,14,19,2
119550_1..S02R::1404705600.0,59,-16,-16,11,114,-10,-10,0,-17,12,104,-9,-139,-17,9,-85,6,49,-15,11,-12,-7,3,11,14,-10,-21,-11,4,1,-4,2,1,2,11,-42,8,-9
120050_1..S02R::1404705600.0,61,-13,11,10,55,4,-6,17,12,190,34,-7,-199,23,2,51,-9,22,12,-28,3,22,6,11,4,4,7,-15,-7,-4,3,-20,3,14,10,10,-10,-9
120550_1..S02R::1404705600.0,56,-10,-4,4,14,-4,2,68,12,11,96,-3,-139,31,4,-79,13,-2,11,13,-9,8,-2,15,10,-5,10,-30,14,-8,-44,4,2,-12,7,9,5,18
121050_1..S02R::1404705600.0,60,-5,11,36,38,6,0,15,-7,1,23,0,-79,77,19,-67,8,14,18,14,-8,25,8,7,11,20,-8,1,2,-3,-11,-91,47,-2,17,12,-35,20
118250_1..S02R::1404705600.0,57,-15,3,7,31,-16,10,4,8,49,-12,-5,,-16,-4,23,-14,12,6,-4,-22,5,6,16,29,0,2,-47,7,15,1,5,2,0,8,0,-41,18
121550_1..S02R::1404705600.0,38,-14,-19,8,-5,16,6,-1,50,11,6,-13,-19,51,6,-95,-67,34,3,7,6,0,-2,20,7,4,-14,-18,5,13,-6,-19,1,7,8,-6,1,-8
122050_1..S02R::1404705600.0,60,-25,-17,3,99,12,0,-1,22,2,7,7,11,18,3,90,-71,17,8,-12,8,10,-10,9,-7,0,-18,10,-4,-4,-12,-21,-25,-16,-28,-12,4,7
122550_1..S02R::1404705600.0,48,-22,-9,25,31,14,-7,-11,28,50,12,12,-49,11,19,-52,-10,-1,14,-59,-22,-14,-9,-5,20,0,-8,7,-28,-8,6,5,16,19,-6,11,12,5
123050_1..S02R::1404705600.0,27,,-9,0,15,-7,9,13,3,2,-7,-9,-19,1,-1,96,9,27,1,-3,-9,-19,-27,12,-1,-7,9,-13,15,12,4,0,1,-28,7,1,-11,16
123550_1..S02R::1404705600.0,,,,,,,,,,,,,-289,,,,,,,,,,,,,,,,,,,,,,,,,
124050_1..S02R::1404705600.0,46,-28,-2,-7,22,9,-3,0,5,6,102,-9,-79,1,-3,-80,-2,9,-37,7,0,0,3,12,7,-1,6,-13,2,4,-6,3,-7,-10,-2,-8,-17,2
124550_1..S02R::1404705600.0,32,-69,-13,1,15,-10,-13,-7,-1,-64,91,-8,-49,11,-18,159,-15,107,-1,6,-11,-10,8,-65,-23,2,-8,-18,6,-15,5,-17,-15,4,-2,7,-6,11
125050_1..S02R::1404705600.0,,,,,,,,,,-37,-2,-3,41,,22,,,,,-3,,,9,,-3,,-7,-10,,,-4,,,,,,-2,
125550_1..S02R::1404705600.0,67,-10,2,0,9,-20,7,4,1,4,-19,-38,11,-26,-5,-65,7,16,-13,-9,7,-3,7,9,-3,-5,64,-58,-3,0,-37,6,4,-3,12,11,11,15
126050_1..S02R::1404705600.0,44,-18,5,7,6,-4,13,5,7,-7,-14,-3,-19,7,-12,-15,-14,9,-3,-7,12,8,-35,34,-4,-2,-1,-61,17,-2,-4,8,9,-19,19,4,10,27
126550_1..S02R::1404705600.0,62,8,-20,-2,63,-4,14,0,-28,-17,-6,-6,11,-30,14,53,-20,70,3,2,-4,4,10,-4,5,-2,-9,-16,-19,-97,3,12,13,-24,-9,-14,-10,4
127050_1..S02R::1404705600.0,60,-11,12,15,70,-14,-2,-8,16,9,94,-11,-79,16,4,-65,-5,6,11,8,-16,-4,-2,0,9,-25,10,-19,0,-9,12,-93,13,-4,20,-17,-1,-4
127650_1..S02R::1404705600.0,39,-7,2,-7,40,15,-10,13,9,-8,5,7,41,-33,14,-71,-5,30,24,4,-31,13,11,28,-38,6,2,16,-15,-7,23,15,31,14,1,5,12,3
128250_1..S02R::1404705600.0,58,-12,-2,13,28,10,-22,-2,-9,-13,73,7,-79,13,11,-56,11,48,16,9,-23,8,-13,11,11,-9,-11,0,-27,-6,8,3,9,-7,17,-15,-14,-4
128850_1..S02R::1404705600.0,30,-36,-18,12,54,2,-9,-36,-8,7,-11,-13,-19,21,7,-64,-9,42,-9,-7,-4,20,-3,7,0,6,-15,-18,-7,8,-16,-13,15,7,14,2,-9,-3
129450_1..S02R::1404705600.0,20,,-7,-2,62,5,10,-29,10,-2,10,16,11,33,-5,-73,5,65,10,-13,2,13,-8,3,-9,-11,1,11,-8,-6,-11,-1,-12,-3,-1,-17,5,10
130050_1..S02R::1404705600.0,43,-11,-17,7,96,-9,-15,-10,19,7,50,-4,-19,-36,6,-116,-12,8,12,12,-18,-12,10,9,-23,2,-71,-12,25,-13,-3,-96,-4,0,8,6,-16,-12
125050_1..S::1404705600.0,34,-27,-9,-6,8,17,-1,,67,,,,,53,,-84,2,7,,,7,-9,,5,,-16,341,,9,,,-4,-10,-11,1,,,4
130650_1..S02R::1404705600.0,64,-15,2,-4,-11,-7,-3,5,7,10,-13,6,221,69,8,-76,-20,19,-16,-2,-10,0,-11,-7,0,-4,-1,-8,11,1,-52,-20,-15,-15,-24,-6,9,8
131450_1..S02R::1404705600.0,51,-22,-6,12,-5,21,10,-6,-7,-7,-9,13,11,61,19,-82,19,9,-11,-6,10,6,-8,-7,-10,-7,-9,5,11,0,15,-1,11,1,17,15,-9,-5
132450_1..S02R::1404705600.0,65,-27,3,-5,99,10,10,-4,13,5,114,3,-109,0,-4,56,6,-17,12,-3,8,0,-12,-6,-2,-8,4,0,1,-4,10,2,10,-5,-9,15,-9,4
133450_1..S02R::1404705600.0,56,-13,4,5,49,3,-6,3,106,13,14,4,-79,20,-24,23,-15,18,0,16,-4,23,15,4,10,-2,16,-4,-5,11,14,4,-5,10,5,-2,24,16
134450_1..S02R::1404705600.0,58,-11,1,14,25,4,-6,17,-6,-1,0,1,11,48,-8,50,-7,-7,18,4,0,18,2,-7,-1,7,-11,-3,-6,-7,1,8,11,18,19,10,0,
135450_1..S02R::1404705600.0,64,-26,-16,13,76,-4,4,-7,10,-18,-4,4,11,8,11,35,-7,0,8,4,-10,5,-69,12,6,6,11,5,-14,-8,-16,-21,3,-10,15,-14,-5,-2
136450_1..S02R::1404705600.0,47,-36,-4,18,20,16,10,25,39,10,-3,19,41,-2,25,-83,2,33,11,-6,2,3,22,24,17,-23,13,20,27,16,2,-27,0,-36,2,-4,1,4
137450_1..S02R::1404705600.0,46,-82,-8,-11,65,8,-7,-8,5,-4,17,-15,-49,,-8,-166,0,66,3,-10,4,-7,-3,-3,-10,-16,-1,10,-27,-135,-16,-2,12,10,-9,7,-12,-28
138450_1..S02R::1404705600.0,-38,-19,-51,,38,-9,3,0,11,7,91,-12,-49,10,-3,,-24,16,13,-20,-16,-23,0,12,9,-68,9,-18,-20,-90,-13,-7,,-3,-52,-14,1,
139450_1..S02R::1404705600.0,,,,,,9,-51,,-65,-21,11,223,251,,12,,,29,-12,11,8,32,3,,12,,-21,-23,-5,-115,-5,,,-12,,-38,9,
140650_1..S02R::1404705600.0,,,,,,,-10,-19,,12,106,-12,-19,,8,,,-117,,1,,-12,0,,-26,,-15,-110,-84,6,-7,,,6,,-1,-19,
141850_1..S02R::1404705600.0,,,,,,,,,-4,-109,111,-58,-19,,-9,,,,-78,-27,,,-7,,3,,-7,-102,,,-47,,,,,,-29,
000650_1..S02R::1404792000.0,35,-21,3,-6,17,20,-46,4,16,83,4,-1,11,4,-2,85,7,17,22,-16,-90,-1,-18,-67,19,-7,9,-8,9,0,8,7,10,-6,-9,-6,-4,6
002550_1..S02R::1404792000.0,59,-4,1,-5,24,-1,-5,12,1,0,-88,-4,191,-14,-5,-65,6,3,2,-8,-5,7,7,17,-7,-9,-37,-13,-14,13,-2,-3,8,-3,-12,3,-16,6
138450_1..S02R::1404792000.0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139450_1..S02R::1404792000.0,46,-1,7,11,20,,,,,,,,,-13,,-66,-6,,,,,,,16,,6,,,,,,-17,0,,6,,,-11
140650_1..S02R::1404792000.0,41,-17,-14,1,49,12,,,,,,,,-24,,58,-17,,,,-14,,,-2,,0,,,-2,,,-15,-15,,-3,,,9
141850_1..S02R::1404792000.0,25,-33,-7,0,47,2,-6,3,,,,,,-4,,-84,9,22,-7,,-4,18,,7,,-13,,,-11,1,,-2,-10,-15,1,-8,,12
143250_1..S02R::1404792000.0,30,-27,-11,-2,-4,-11,-2,-10,-11,-2,2,,,7,-3,-106,-16,13,-5,-18,167,-14,,6,-14,3,9,,4,12,2,-10,3,-19,-32,5,-8,
004550_1..S02R::1404792000.0,50,-23,-27,6,57,18,-9,4,-13,58,-16,5,-19,25,0,-70,7,56,-15,-10,6,-5,5,9,-7,-65,11,-3,4,-1,-3,-10,-33,7,8,-11,10,21
006550_1..S02R::1404792000.0,31,12,4,-1,3,23,-34,-5,-5,7,14,7,-79,14,-23,-64,5,26,-2,13,-13,-3,-8,1,0,-7,-12,1,8,-103,-13,2,-13,-11,0,10,-1,17
008550_1..S02R::1404792000.0,44,-37,6,17,15,-19,-10,-4,2,-3,5,-52,-49,3,-2,-72,-4,34,8,-7,-14,-6,-21,15,-13,0,-10,-7,2,-89,9,-16,6,1,-10,8,-34,6
010550_1..S02R::1404792000.0,40,-21,0,17,-5,5,-3,16,10,5,27,6,-79,32,-3,-78,-10,21,7,7,-2,16,-10,-3,1,2,4,0,-7,-9,-29,0,11,-15,-9,9,11,4
012550_1..S02R::1404792000.0,10,-86,-44,10,4,-5,5,-12,4,-1,25,14,-19,26,-8,-84,17,15,4,-3,-14,8,-11,6,-4,-8,1,-20,12,-10,-11,0,-3,-2,6,9,4,9
014550_1..S02R::1404792000.0,52,-30,-25,-10,-2,-7,10,-16,12,-2,29,-11,-19,-6,-13,82,-22,0,-16,2,-6,14,-2,4,2,-4,4,7,-27,10,-3,-22,-30,-7,-16,1,-18,-1
016550_1..S02R::1404792000.0,38,-32,2,15,4,2,-4,-23,8,3,27,-1,-19,-24,-11,-72,-13,9,7,3,-1,24,10,-5,1,0,2,-3,-16,-24,-18,15,18,11,15,-5,2,-5
018550_1..S02R::1404792000.0,35,-23,6,0,121,14,13,-4,-14,6,38,-8,-19,9,12,-94,-20,2,18,3,6,-7,-25,-6,-28,-4,12,-33,2,-3,-3,9,-13,-1,-2,-14,13,12
020550_1..S02R::1404792000.0,68,-14,-5,0,9,18,64,72,-1,-11,13,-7,41,-9,14,-74,-23,31,-3,15,9,0,5,-3,13,-65,-8,-11,11,130,-1,2,-12,-4,-23,4,-15,10
022550_1..S02R::1404792000.0,45,-5,9,-6,133,-19,-10,1,4,-6,19,-14,-19,,-6,85,-21,8,12,8,-12,-13,0,-62,-16,-3,-7,6,0,-4,-6,-18,15,-25,-6,-12,-18,6
024550_1..S02R::1404792000.0,26,-12,-1,13,72,-19,-12,-16,-2,8,-6,-14,11,7,-28,42,-3,1,-2,0,,13,-4,7,-25,-15,6,9,-6,-21,12,-83,-7,2,6,3,-11,-9
026550_1..S02R::1404792000.0,63,-26,14,1,2,17,12,-4,-8,5,15,36,41,8,-1,-92,1,10,-11,5,6,3,13,12,-27,13,-2,-26,9,-87,4,-8,1,3,5,17,14,17
028250_1..S02R::1404792000.0,67,-10,1,-2,73,-8,-1,3,-36,0,-6,2,-19,-8,28,53,8,18,-14,-34,-12,-3,-14,7,1,-5,-9,-8,8,-1,12,9,-10,-15,-2,-8,-30,11
029750_1..S02R::1404792000.0,22,-78,-19,0,114,-10,-8,-6,17,-10,-48,-14,41,-40,-9,33,-17,83,4,5,-9,-6,-34,-10,12,1,7,6,3,-19,-38,-16,10,7,-9,7,-11,5
030900_1..S02R::1404792000.0,44,-15,-4,18,36,-26,20,1,14,-3,8,-5,-19,-12,15,-65,17,8,9,5,19,8,-3,8,0,14,13,-3,7,14,4,-15,10,20,12,-3,10,13
031700_1..S02R::1404792000.0,52,-25,-4,10,121,-27,9,-11,19,7,-5,13,11,3,4,-80,-15,1,14,-2,-24,16,-7,20,-1,-2,10,10,-8,-6,11,8,-1,-1,9,11,-7,-6
032500_1..S02R::1404792000.0,42,-54,3,-5,21,-11,-9,-23,-2,-13,12,2,11,-4,11,-82,2,20,-5,-14,-19,-2,10,4,13,10,15,3,9,8,0,14,-4,11,2,-1,12,11
033300_1..S02R::1404792000.0,58,-17,11,-4,54,5,-11,11,-27,0,-7,5,11,-15,-46,-64,4,19,1,-2,-4,-12,-15,9,-2,-14,-36,1,-4,11,5,-14,-8,9,-1,2,-12,7
034100_1..S02R::1404792000.0,69,-17,-2,3,66,12,0,8,-4,-12,-22,-6,11,-15,-16,-56,10,-8,-8,-16,10,-1,4,24,15,-7,-10,-12,-1,3,-12,4,1,-12,9,-5,4,17
034900_1..S02R::1404792000.0,51,-72,-18,-7,103,7,-2,6,0,-2,2,-8,41,10,1,96,-23,86,2,-18,-19,10,-21,14,-52,-5,-11,-19,-14,-8,2,-19,0,-19,-15,-12,-34,2
035700_1..S02R::1404792000.0,43,-14,-9,4,14,-6,-15,2,-13,5,6,-10,131,16,1,-79,-18,15,-15,11,-15,12,0,24,3,-4,11,18,11,-2,-11,6,6,10,13,-9,2,22
036500_1..S02R::1404792000.0,51,-25,-18,0,75,25,-29,-22,9,66,-9,-7,11,6,-18,93,-18,69,-19,1,-20,0,-17,22,7,-1,-1,-18,-19,-2,-13,14,-21,5,-6,-1,-21,8
037300_1..S02R::1404792000.0,36,-13,-9,7,30,17,14,11,14,13,12,-14,-19,12,37,-50,-14,19,6,18,7,13,-7,4,11,0,15,16,9,15,-9,1,17,6,19,3,8,-4
038100_1..S02R::1404792000.0,57,-9,10,-20,12,8,-14,-7,6,-17,16,10,11,40,4,-64,14,28,-1,-12,22,1,-13,5,15,-5,6,10,0,4,3,-89,-10,9,-10,-11,-13,3
038900_1..S02R::1404792000.0,36,-28,-2,9,62,11,-8,3,-9,12,7,8,-19,34,6,-80,-8,52,-12,12,8,-4,-10,0,11,4,17,1,1,1,-12,-18,10,8,17,-9,5,-5
038500_1..S02R::1404792000.0,,,,,,,,,,,,,-1279,,,,,,,,,,,,,,,,,,,,,,,,,
039500_1..S02R::1404792000.0,57,-17,-12,-3,1,-8,4,-3,56,-15,0,-6,-19,37,-17,58,4,7,6,6,-85,7,2,0,6,18,-13,-11,13,-9,4,-9,-4,-2,3,13,-6,-16
040250_1..S07R::1404792000.0,57,,-5,20,36,-3,-6,6,37,-3,11,11,,-7,14,-56,18,17,9,12,17,24,17,24,2,16,9,-19,-7,16,0,4,2,-26,8,0,13,10
040600_1..S02R::1404792000.0,61,-76,0,5,21,15,2,2,0,12,-6,-12,11,44,0,-82,7,14,17,23,2,44,-6,12,15,-17,4,15,11,19,16,6,18,-27,19,-34,-4,23
041250_1..S07R::1404792000.0,68,-8,3,18,82,2,19,17,-7,2,1,10,,12,-46,-72,-4,18,-13,7,-4,21,-12,2,1,-25,-10,11,-6,-3,-14,-18,-14,10,24,14,1,0
041550_1..S02R::1404792000.0,53,-12,-15,24,85,4,-15,10,50,7,3,4,-19,33,-30,-88,10,53,-4,11,-3,42,13,10,13,10,10,-4,-12,5,5,-19,-8,6,-20,-6,-4,7
042200_1..S07R::1404792000.0,40,-38,-6,8,14,8,5,3,19,1,-2,10,,50,19,-50,-15,12,24,2,-5,9,17,30,0,-4,19,11,8,18,11,2,9,-2,13,-3,-6,-7
042550_1..S02R::1404792000.0,39,-20,-3,0,84,-21,10,6,24,-3,6,-9,11,0,-11,-84,4,22,11,5,-1,34,-1,10,-35,16,-6,-10,2,11,-10,2,-2,2,4,-2,-23,14
043200_1..S07R::1404792000.0,59,-19,-6,20,29,8,20,21,7,19,12,9,,12,7,-50,-7,-6,-6,6,17,36,-16,14,3,3,7,11,7,0,-2,-21,-3,-24,-5,-14,13,6
043450_1..S02R::1404792000.0,45,-32,-8,10,51,37,-12,9,17,61,-16,-18,-49,32,0,71,-13,16,-3,-9,13,17,-3,4,-5,0,5,6,-3,11,-6,-78,8,6,17,1,9,-5
043850_1..S02R::1404792000.0,54,-16,-6,-44,79,9,2,0,-1,0,-4,9,-19,61,-7,75,4,71,-14,-1,2,-10,-12,1,-1,-12,-57,0,-3,-58,-13,-1,9,-3,17,-13,-4,0
044300_1..S07R::1404792000.0,57,-62,-7,-16,-20,9,-6,-8,-18,-2,6,17,,32,18,-54,-12,32,4,3,23,13,-7,4,-1,-2,-19,41,6,3,9,1,13,41,20,20,11,-2
044500_1..S02R::1404792000.0,73,-67,8,17,-15,-1,-3,22,27,0,-8,1,41,17,-78,71,-8,35,10,-1,-24,21,8,15,-3,5,-8,-5,-7,-8,2,15,-2,-13,25,11,-8,5
044850_1..S02R::1404792000.0,37,-67,-8,-11,82,6,12,-3,16,14,12,-2,11,41,9,-32,3,82,9,-13,-1,33,-16,-1,-18,-16,8,-8,-34,-8,-14,-4,10,1,21,13,6,0
045350_1..S07R::1404792000.0,53,-25,-11,-2,33,28,-34,24,28,8,-4,-49,,28,-3,-61,0,24,14,-4,15,17,4,15,16,13,-3,11,-7,-11,-12,-7,-2,2,5,10,-3,15
045500_1..S02R::1404792000.0,40,-15,-2,26,53,19,4,2,-3,-9,-3,-5,-19,18,2,47,12,21,-13,0,1,34,-72,7,-1,-5,7,-7,10,3,-58,4,-10,-95,0,10,-37,10
046000_1..S07R::1404792000.0,67,-9,-14,13,27,25,-13,,10,2,-7,-25,,51,-3,102,-7,25,6,-2,4,39,12,7,-3,8,2,-19,-6,-71,-3,-10,12,-22,16,9,47,-5
046200_1..S02R::1404792000.0,60,-33,9,15,97,18,10,2,12,-12,10,-4,11,55,11,-86,-27,46,-1,-13,12,10,4,23,-15,7,11,-9,12,-77,-10,-3,-4,-20,-1,-6,5,6
046700_1..S07R::1404792000.0,49,-5,-10,6,64,1,13,4,60,49,-2,-4,,34,3,-56,141,55,-4,6,14,7,7,-4,12,11,-10,-19,-1,-28,1,4,-13,3,1,-6,-10,-19
046800_1..S02R::1404792000.0,62,-33,16,16,73,32,16,27,-12,-1,-5,3,11,29,14,-61,9,30,-5,-9,4,27,5,29,12,11,30,3,4,28,-7,2,2,26,26,2,-1,-1
047200_1..S02R::1404792000.0,41,-25,10,45,38,29,15,6,-14,-2,0,-2,11,28,19,-75,14,45,-5,1,-21,15,-2,20,-35,7,15,-6,8,-4,-8,29,1,13,-3,11,1,3
047600_1..S02R::1404792000.0,52,-2,8,14,55,16,1,9,-100,5,-10,-2,11,-9,-7,-30,-11,73,16,22,3,-27,3,9,-22,-3,25,-8,6,-7,4,-2,-14,-6,24,7,-10,1
048150_1..S07R::1404792000.0,32,16,-12,-8,57,11,12,-1,-10,71,-7,1,,28,25,-78,5,79,-12,2,0,10,-19,1,3,-12,14,-49,6,-1,4,-3,10,-26,21,-7,-13,0
048400_1..S02R::1404792000.0,40,-37,10,26,94,22,21,-16,29,10,0,22,-49,52,1,-64,18,-15,13,2,23,68,-63,20,17,-5,-1,-7,24,10,9,-13,21,20,15,22,-32,15
048600_1..S02R::1404792000.0,43,-18,8,6,7,-7,-2,-8,-23,-14,-1,7,-19,61,11,-54,5,11,20,-3,1,14,-13,26,12,-19,12,6,4,-6,-13,-25,-2,-5,25,25,3,23
049100_1..S02R::1404792000.0,35,87,5,14,9,16,7,25,21,-7,-1,6,-19,47,12,-106,-13,56,1,2,27,31,-14,0,-1,-111,18,-2,14,6,10,10,10,3,-14,48,0,-6
049400_1..S08R::1404792000.0,,,,,,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
049550_1..S07R::1404792000.0,32,37,-6,22,74,11,-13,0,-79,17,-10,5,,74,3,-83,-7,35,20,-9,-4,35,-12,-11,19,1,3,-19,2,16,13,3,3,11,9,9,-10,12
049800_1..S02R::1404792000.0,47,33,-14,28,61,10,5,-7,-16,-27,8,3,11,46,18,-88,8,63,4,10,21,0,10,16,-24,20,16,3,1,7,-4,-6,-34,1,0,19,7,10
049450_1..S08R::1404792000.0,26,-13,-2,31,40,13,12,4,-49,,,,,5,,-66,-14,63,-2,,32,7,,26,,-12,,,10,9,,16,5,1,12,-3,,-6
050900_1..S08R::1404792000.0,53,-15,-52,-2,18,2,14,0,-79,,,,,43,,-48,-37,120,0,,19,5,,21,,-24,,,-5,-13,,-6,5,4,14,-34,,-10
050400_1..S02R::1404792000.0,48,-17,-12,6,26,11,-15,28,-59,18,-3,11,11,65,19,-64,12,17,3,-8,21,21,10,2,36,-8,8,11,16,-3,12,-3,11,21,8,4,-4,21
050950_1..S02R::1404792000.0,63,-17,10,18,40,24,36,10,26,17,11,-2,-19,45,4,-70,5,9,1,10,28,11,-1,11,30,10,-3,-3,26,4,-6,-56,13,21,5,12,7,11
051600_1..S02R::1404792000.0,60,-13,8,-4,119,-11,-16,-73,-96,64,-12,5,11,39,4,105,-19,105,-82,-3,-16,15,-14,17,3,-1,97,-8,7,10,-13,13,34,-1,-6,-2,-22,5
052200_1..S08R::1404792000.0,42,-7,-1,14,52,19,18,23,-19,,,,,59,,-58,8,31,37,,1,-21,,28,,12,,,31,17,,1,4,12,3,25,,7
052250_1..S02R::1404792000.0,61,55,15,53,49,36,39,36,11,0,2,3,-19,151,38,-1,-5,45,23,28,20,34,3,37,-22,26,-18,1,11,9,-11,4,31,15,15,15,2,13
053050_1..S02R::1404792000.0,36,32,82,-19,3,12,14,22,83,3,-9,6,-19,91,-5,0,5,31,5,24,13,30,13,18,-61,50,-4,-3,21,11,0,55,-4,32,26,23,-9,
053350_1..S08R::1404792000.0,98,-10,0,2,11,19,-6,-3,-439,,,,,32,,-80,18,-78,-14,,3,13,,15,,11,,,14,-35,,11,19,23,23,-10,,-1
053700_1..S02R::1404792000.0,54,-18,,101,44,13,31,17,-2,4,-45,-7,11,67,16,-76,70,57,15,-2,26,17,-57,34,15,15,3,-10,14,9,15,,63,7,85,15,-2,88
054600_1..S02R::1404792000.0,17,,5,41,57,62,12,12,-39,30,2,16,-19,,10,-40,-4,37,8,6,75,0,-7,71,1,7,-35,17,-6,10,-15,12,18,42,,22,2,
054650_1..S08R::1404792000.0,,55,71,32,34,17,1,10,-499,,,,,24,,2,-9,9,-5,,10,31,,12,,-17,,,14,1,,0,15,16,12,12,,39
055300_1..S02R::1404792000.0,-2,-25,-8,12,46,24,66,28,15,-4,0,10,11,34,18,-114,,31,0,3,,66,-14,12,-1,,15,6,53,5,13,,22,69,48,3,-4,
055800_1..S02R::1404792000.0,57,-73,-21,,23,9,23,59,42,15,21,4,-19,-42,6,-86,,95,5,17,0,-66,9,20,13,11,8,-3,,11,-38,-15,1,81,-20,24,-13,
056100_1..S08R::1404792000.0,,-73,12,48,56,16,0,0,-529,,,,,67,,-69,-7,94,-4,,8,35,,78,,,,,35,-19,,,86,-2,57,-2,,68
056400_1..S02R::1404792000.0,44,-32,10,36,,-3,11,,76,-3,0,-5,71,83,16,-71,-61,27,61,4,,32,6,27,34,0,45,-11,8,69,7,-10,28,8,20,24,-6,
056900_1..S02R::1404792000.0,34,-9,-1,6,18,8,,31,,79,15,-12,161,31,68,-80,5,-26,,20,-7,,28,-26,82,-11,7,-20,,7,-6,-3,25,-8,,-9,-22,20
057450_1..S02R::1404792000.0,41,-20,-6,-1,18,-23,-4,,-5,,24,-85,161,-15,15,-137,8,,-12,48,-4,-7,-4,6,15,-8,-13,-19,-1,1,50,-7,-2,,-1,-11,59,10
057950_1..S02R::1404792000.0,45,-17,9,-6,18,,-28,2,34,-12,-78,80,131,36,15,114,6,18,,,-12,0,10,16,11,-8,-9,70,-19,,61,-21,126,-12,15,,,0
058450_1..S02R::1404792000.0,60,-76,-5,22,33,3,2,-2,3,-90,-7,,221,11,,-122,14,9,-1,-3,15,-4,,21,22,-5,,15,-2,-21,-8,1,55,-4,6,-43,-6,14
058950_1..S02R::1404792000.0,,,,,,,,,,,,-15,221,,,,,,,,,,3761,,,,,6,,,,,,,,,,
059450_1..S02R::1404792000.0,,,,,,,6,26,7,-36,-3,49,101,,12,,,26,20,21,,14,,,-22,,13,-7,,19,,,,17,,-3,4,
059950_1..S02R::1404792000.0,43,-25,0,4,21,4,4,-3,12,5,6,,41,-50,43,-109,-19,42,-4,-37,-10,19,,8,-3,-4,-8,,-6,1,-2,6,1,1,15,2,-17,26
060450_1..S02R::1404792000.0,62,3,-10,27,22,11,2,4,27,15,-25,14,-259,-44,8,-120,15,35,8,11,4,-1,-11,14,11,-5,-10,6,-25,-7,13,4,-6,-27,0,5,-1,12
060950_1..S02R::1404792000.0,47,-17,-10,12,2,4,24,7,8,12,-2,11,-19,3,36,88,-6,85,10,5,2,12,-74,-2,7,-20,-1,2,-11,-3,8,-5,-10,5,5,-11,-4,-11
061450_1..S02R::1404792000.0,51,-13,-9,10,28,26,4,-36,26,7,-1,18,-109,19,0,-110,-8,9,19,3,5,23,-5,8,3,0,-1,15,-12,-2,-11,-2,15,-4,17,-12,-3,-5
061950_1..S02R::1404792000.0,51,-13,5,5,104,-7,11,-6,6,-3,-12,13,-19,-35,-46,52,-13,5,5,-8,-10,6,11,13,-10,3,3,0,15,-8,4,-17,-10,1,6,14,-17,12
062450_1..S02R::1404792000.0,60,-8,9,3,63,20,4,14,6,9,6,8,11,-34,-1,-127,-1,2,-3,-26,11,6,-15,-2,7,7,-33,2,10,8,-12,-67,14,-8,15,0,2,-16
