,639S,634S,632S,628S,627S,623S,621S,615S,612S,604S,601S,635S,624S,606S,640S,629S,625S,616S,607S,602S,633S,622S,613S,617S,636S,626S,608S,630S,603S,618S,614S,637S,631S,609S,619S,610S,638S,611S
062400_6..S01R::1404792000.0,24,10,-9,4,16,9,43,2,2,15,-49,30,-7,-19,18,7,0,10,13,9,-10,4,-4,2,-33,21,-2,2,-2,28,4,17,27,-6,27,6,8,-36
063000_6..S06R::1404792000.0,13,6,13,13,14,-18,6,,,,,17,-13,,-45,11,-55,,,,-2,-7,,,-8,12,,9,,,,5,37,,221,,12,
063150_6..S01R::1404792000.0,-15,7,15,19,-8,-19,22,30,-6,-2,41,68,-6,9,32,20,-1,-1,-4,-23,10,5,16,-4,14,18,-41,14,-11,-12,1,6,6,-7,21,4,-4,23
060500_6..S07X001::1404792000.0,1,18,2,6,26,6,32,,16,18,,32,8,7,17,27,5,,,-12,10,1,59,,199,11,7,10,18,,,16,41,5,247,10,20,-6
064100_6..S06R::1404792000.0,17,17,-2,-12,24,-3,-58,,,,,54,9,,28,3,7,,,,10,22,,,20,19,,18,,,,15,27,,221,,18,
064150_6..S01R::1404792000.0,,,,-2,4,-5,42,8,17,-4,191,,5,-11,,38,5,-1,32,-16,,-26,14,21,,-9,33,14,15,29,16,,40,-4,36,3,,-6
060500_6..S::1404792000.0,-164,18,13,21,5,4,31,,,,,11,-1,,-4,7,5,,,,-1,26,341,,-12,18,,20,,,,4,58,,17,,-6,
064900_6..S06R::1404792000.0,32,11,-13,16,20,1,10,,,,,53,8,,10,5,10,,,,-44,18,,,9,26,,1,,,,-12,52,,41,,-37,
065100_6..S01R::1404792000.0,,,,-13,15,-7,41,1,-18,6,221,,13,1,,36,-7,-14,5,-12,,11,-21,-11,,14,11,-94,-12,-16,-4,,,-14,95,-28,,3
056150_6..S::1404792000.0,,,,,,,,,,,,671,,,20,,,,,,,,,,,,,,,,,12,,,,,,
065400_6..S06R::1404792000.0,0,,2,5,19,22,29,,,,,59,18,,12,12,11,,,,23,29,,,16,22,,40,,,,-4,24,,131,,12,
066000_6..S01R::1404792000.0,,,,,,17,32,-6,19,2,-49,,-6,-12,,,-5,2,-5,-4,,7,19,-4,,-118,4,,-1,18,0,,,1,43,29,,4
066250_6..S06R::1404792000.0,14,-12,7,-17,18,-6,9,,,,,42,-26,,3,9,6,,,,-4,11,,,8,18,,8,,,,11,57,,11,,-2,
066800_6..S01R::1404792000.0,,,,,,,-75,-5,-18,-27,11,,,-14,,,,4,12,2,,,29,2,,,23,,5,-1,-2,,,-14,28,-21,,-1
067050_6..S06R::1404792000.0,,,,37,29,-22,23,,,,,,-45,,,20,11,,,,,0,,,,16,,28,,,,,371,,-69,,,
067600_6..S01R::1404792000.0,,,,,,,,,-4,35,-19,,,-8,,,,,-3,-5,,,-88,,,,34,,-27,,,,,-7,,24,,37
068000_6..S06R::1404792000.0,,,,20,-4,-14,32,,,,,,-28,,,19,6,,,,,-1,,,,-6,,9,,,,,-69,,71,,,
068400_6..S01R::1404792000.0,,,,,,,,,,-4,41,,,-5,,,,,-15,-15,,,,,,,6,,-23,,,,,7,,6,,-9
068900_6..S06R::1404792000.0,,,,,,-13,51,,,,,,-53,,,,,,,,,4,,,,,,,,,,,,,101,,,
069200_6..S01R::1404792000.0,,,,,,,,,,-29,11,,,,,,,,,-1,,,,,,,,,11,,,,,,,,,
069700_6..S06R::1404792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,
070000_6..S01R::1404792000.0,,,,,,,,,,,-109,,,,,,,,,,,,,,,,,,,,,,,,,,,
070500_6..S06R::1404792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-409,,,
070800_6..S01R::1404792000.0,,,,,,,,,,,-589,,,,,,,,,,,,,,,,,,,,,,,,,,,
071300_6..S06R::1404792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-889,,,
071600_6..S01R::1404792000.0,,,,,,,,,,,-1069,,,,,,,,,,,,,,,,,,,,,,,,,,,
072100_6..S06R::1404792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1369,,,
072400_6..S01R::1404792000.0,,,,,,,,,,,-1549,,,,,,,,,,,,,,,,,,,,,,,,,,,
067050_6..S::1404792000.0,,,,,,,,,,,,-253,,,,,,,,,,,,,,,,,,,,,,,,,,
