,604N,608N,614N,613N,621N,625N,631N,632N,636N,640N,630N,638N,603N,624N,635N,639N,619N,637N,607N,623N,602N,634N,629N,601N,606N,618N,622N,633N,617N,612N,616N,626N,611N,615N,610N,609N,628N,627N
044550_6..N03R::1404705600.0,,-4,2,13,42,-9,44,17,14,-19,38,-4,,19,21,-11,11,16,,-3,,18,14,,,9,14,-2,-7,1,-38,7,-4,11,-13,-10,12,-2
044950_6..N01R::1404705600.0,10,14,12,-4,68,-2,91,14,20,-19,2,-12,14,-10,24,1,20,13,14,8,-19,-3,-4,60,-24,-9,23,-15,124,-12,-71,-7,18,-11,9,15,-7,-35
045300_6..N03R::1404705600.0,,12,-4,2,-3,3,19,2,-8,-19,1,4,,2,62,-8,15,26,,18,,-10,25,,,-15,1,13,5,8,-10,1,0,4,-8,26,12,5
045700_6..N01R::1404705600.0,,,,,,,52,9,23,37,30,14,,,47,8,,29,,,,8,26,,,,,24,,,,-76,,,,,26,16
046100_6..N03R::1404705600.0,,11,0,10,4,-23,17,9,18,-6,22,10,,3,7,5,14,-5,,-13,,-2,46,,,-10,6,32,12,-46,-61,26,-10,2,-14,-33,28,25
046500_6..N01R::1404705600.0,1,8,-8,6,5,-2,27,4,14,11,65,19,-2,18,19,8,25,10,16,-4,-33,-9,16,61,-18,18,11,10,0,17,10,14,13,-4,3,38,-4,8
046900_6..N03R::1404705600.0,,8,9,-4,8,-1,44,12,9,11,29,12,,-5,46,4,13,8,,7,,1,20,,,0,15,-9,16,12,6,8,10,16,0,2,-8,13
047300_6..N01R::1404705600.0,-9,12,-3,8,87,-10,17,18,-1,-19,0,7,-11,11,33,-8,6,2,2,-8,-28,0,24,49,-16,6,6,-6,-5,-11,-8,-10,15,-23,0,8,13,-10
047650_6..N06R::1404705600.0,,,,,52,1,37,12,5,11,36,8,,2,18,-2,40,4,,10,,2,19,,,,-7,-8,,,,6,,,,,32,18
048050_6..N03R::1404705600.0,,9,7,-7,19,13,25,13,13,3,23,-9,,-3,46,13,-2,13,,7,,117,38,,,-1,-8,-8,17,5,-7,21,3,11,-7,1,12,3
048450_6..N01R::1404705600.0,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
048850_6..N06R::1404705600.0,,,,,,,63,20,17,22,60,37,,,42,-2,,38,,,,16,44,,,,,21,,,,,,,,,,
049250_6..N03R::1404705600.0,,,-15,2,6,23,43,-4,2,4,-1,0,,15,29,-14,7,-6,,0,,9,25,,,6,11,18,-5,,-28,15,,-12,,,17,15
049650_6..N01R::1404705600.0,,,,,,,37,20,10,30,51,-1,,,161,1,,15,,,,9,40,,,,,12,,,,-12,,,,,31,10
050050_6..N01R::1404705600.0,10,18,-12,18,20,20,25,18,19,38,11,-7,-18,12,49,13,12,-11,6,17,-25,-5,26,40,-20,-17,0,-19,-1,1,10,17,-7,-9,-7,7,23,8
050400_6..N03R::1404705600.0,,-34,-8,-2,4,1,31,-8,18,-19,10,-2,,16,21,-9,-37,-9,,-4,,12,30,,,-8,10,2,-24,12,-8,-4,9,6,0,7,34,19
050750_6..N06R::1404705600.0,,,,,93,-6,39,20,6,-19,29,-4,,1,59,19,71,20,,-17,,-4,25,,,,1,10,,,,0,,,,,23,17
051050_6..N01R::1404705600.0,-25,-18,0,36,10,15,45,4,21,-19,11,2,3,10,44,-10,-3,0,28,-36,-68,1,16,51,-25,-10,6,17,126,4,-65,-6,1,1,-5,3,27,6
051350_6..N01R::1404705600.0,-27,10,3,1,17,-5,39,11,5,37,19,20,5,-9,24,8,18,13,-21,4,-12,9,3,52,-8,10,16,-5,21,10,-61,-6,-24,5,-1,8,0,6
051650_6..N03R::1404705600.0,,3,-1,29,24,4,7,12,13,-19,20,-4,,-25,45,18,2,18,,13,,9,4,,,17,-7,-4,-6,9,-3,-34,-23,8,-1,2,1,6
045700_6..N::1404705600.0,0,32,-10,57,16,,,,,,,,-1,,,,18,,2,,-19,,,51,-11,4,,,20,,-60,341,,-6,,,,
051950_6..N01R::1404705600.0,,,,,,,38,6,31,48,27,8,,,45,2,,22,,,,21,26,,,,,22,,,,311,,,,,28,20
052250_6..N03R::1404705600.0,,8,-1,17,10,-4,-4,24,-4,-19,-4,27,,-14,36,-10,9,21,,-2,,-5,0,,,9,12,10,0,-37,-67,13,-8,-60,-10,0,10,1
048450_6..N::1404705600.0,-31,4,4,19,33,-6,28,5,,,32,,-11,-6,30,3,2,,-7,-33,-20,-4,39,72,-15,1,14,11,-14,15,-3,-8,14,10,7,-13,10,6
052500_6..N01R::1404705600.0,27,13,-47,17,8,21,35,1,15,41,23,3,11,-2,60,7,21,25,26,11,-12,1,10,61,-3,7,22,15,-36,-6,-13,25,15,0,4,7,2,4
052800_6..N01R::1404705600.0,-2,-35,11,18,15,-7,12,-1,16,-19,26,11,3,16,48,-1,12,32,24,-3,4,-3,13,58,-17,-8,34,11,-13,-8,-37,38,7,13,18,-11,10,0
053100_6..N03R::1404705600.0,,17,8,47,13,6,15,-4,28,-19,22,-2,,-4,88,24,20,-9,,8,,7,13,,,-33,-10,-35,11,-14,-32,9,5,15,-2,1,14,-4
053400_6..N01R::1404705600.0,-42,71,5,14,-1,16,20,-7,7,-19,18,7,-10,14,46,-5,-25,1,6,-37,-13,15,16,44,-14,-3,12,-1,16,18,1,-2,5,13,-4,4,16,37
053700_6..N06R::1404705600.0,,,,,33,-11,81,3,5,34,26,-7,,15,44,21,40,10,,-30,,-2,28,,,,11,15,,,,3,,,,,2,-4
053950_6..N03R::1404705600.0,,,16,-7,7,14,19,5,-2,0,27,4,,11,35,-88,15,-3,,-20,,-4,25,,,4,17,15,12,,-36,14,,-2,,,-26,3
054150_6..N01R::1404705600.0,12,-2,-2,15,8,4,24,-10,14,9,3,-9,11,17,25,22,9,10,12,-3,9,15,-20,73,21,-4,22,-1,122,0,-65,12,-2,12,18,-9,-4,-20
048850_6..N::1404705600.0,,,,,54,,,,,,,,,,,,60,,,,,,,,,,,,,,,19,,,,,28,13
054400_6..N07R::1404705600.0,,,-24,8,21,9,53,9,-2,38,31,-11,,-5,31,5,17,11,,5,,-2,13,,,21,10,17,12,,-48,45,,4,,,10,-1
054600_6..N01R::1404705600.0,-14,19,5,66,21,11,38,3,-8,-4,3,4,18,5,30,-3,23,11,7,7,11,-8,17,34,-18,13,9,12,8,-12,-34,0,14,-18,5,14,11,14
054800_6..N01R::1404705600.0,-15,46,71,-12,4,7,32,-38,23,4,12,-6,15,-8,30,18,50,21,17,-1,-11,8,4,69,5,-5,0,1,-9,2,-57,-9,5,24,0,6,6,8
055050_6..N07R::1404705600.0,,,,,,,83,9,3,36,311,-9,,,38,10,,10,,,,12,-75,,,,,24,,,,,,,,,,
055300_6..N01R::1404705600.0,5,-3,11,10,1,11,16,45,-23,30,-2,18,4,8,17,13,41,8,16,17,94,-17,38,47,12,17,3,-4,-8,-2,-13,18,-7,3,11,-9,2,-3
055550_6..N07R::1404705600.0,,,21,-6,-1,18,25,62,-20,33,10,-8,,14,-15,8,19,14,,-11,,18,29,,,-13,6,8,17,,14,23,,72,,,13,15
055800_6..N01R::1404705600.0,-1,19,10,42,-2,18,21,5,19,42,31,1,22,-7,34,6,12,19,2,-27,6,19,3,73,23,23,-17,28,-2,16,18,21,6,31,19,20,2,-3
049650_6..N::1404705600.0,17,10,5,13,7,27,,,,,,,,,,,2,,24,,,,,64,-25,3,,,123,-1,-64,311,22,16,8,9,,
056050_6..N07R::1404705600.0,,,57,-77,19,11,14,4,3,21,2,-10,,7,34,4,10,15,,16,,-6,0,,,-17,-2,13,2,,1,13,,-6,,,-6,-7
056300_6..N01R::1404705600.0,,,,,,,,,,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056550_6..N01R::1404705600.0,11,-84,-1,31,6,15,23,23,20,33,20,17,11,15,30,8,16,35,-6,-6,-7,-11,6,67,-3,12,13,7,-2,4,16,-7,1,53,-8,-1,0,2
056800_6..N07R::1404705600.0,,,,,,,,,,-259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057100_6..N01R::1404705600.0,11,-13,-51,-130,8,16,48,20,25,27,43,18,11,17,28,5,3,37,31,-3,-4,14,38,65,-11,-3,13,1,8,-6,20,27,-12,-7,15,23,22,-19
049250_6..N::1404705600.0,,15,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057400_6..N07R::1404705600.0,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057700_6..N07R::1404705600.0,,,9,-193,1,6,26,23,22,-19,44,18,,-2,26,17,0,6,,6,,23,5,,,-11,19,3,123,,-99,10,,-11,,,-3,-7
051950_6..N::1404705600.0,3,7,21,14,-1,,,,,,,,,,,,1,,15,,,,,60,4,-3,,,16,8,-66,143,5,-4,-8,0,,
058050_6..N01R::1404705600.0,-5,-91,-13,-88,16,14,31,8,27,19,3,1,-11,10,14,-6,8,19,0,-11,2,8,20,60,-6,1,1,-9,14,10,-60,-12,2,-4,-3,5,17,11
058400_6..N07R::1404705600.0,,,,,17,6,27,15,8,-19,15,0,,9,14,-8,43,17,,7,,5,16,,,,-5,-8,,,,9,,,,,-1,18
058750_6..N01R::1404705600.0,10,-257,14,-84,8,21,15,9,-13,-13,8,-9,28,-27,24,26,0,13,17,12,-8,-3,2,42,0,19,20,16,15,0,-62,4,-9,-4,13,-11,21,-3
059100_6..N07R::1404705600.0,,1,-5,-162,54,14,17,19,10,11,15,-14,,11,36,13,-8,6,,17,,7,9,,,8,-3,-5,-1,,-27,1,,7,,,6,7
059450_6..N06R::1404705600.0,,,,,23,0,29,12,7,-10,28,16,,15,46,3,38,8,,-4,,6,-8,,,,9,-6,,,,-3,,,,,-7,1
059800_6..N01R::1404705600.0,22,-156,19,-61,11,9,20,22,21,11,18,20,31,13,20,15,38,31,36,8,-26,14,15,12,72,16,21,3,-2,8,-8,22,175,0,30,4,6,5
060200_6..N06R::1404705600.0,,,,,71,-8,13,8,12,26,-36,-8,,-8,43,9,50,11,,-3,,7,-4,,,,6,-8,,,,-36,,,,,-34,23
055050_6..N::1404705600.0,,8,48,461,22,-5,,,,,,,,22,,,24,,,56,,,371,,,17,3,,-5,,0,-2,,4,,,,
060600_6..N01R::1404705600.0,3,-188,15,-63,9,20,28,21,20,11,-2,16,26,17,56,4,13,39,19,0,-9,5,30,56,-3,7,12,-7,-5,9,1,-3,9,-14,-36,-3,22,20
061000_6..N06R::1404705600.0,,,,,48,12,21,-10,-11,30,5,15,,1,25,2,36,-20,,5,,-3,8,,,,11,-7,,,,9,,,,,8,12
061400_6..N01R::1404705600.0,,,,,,,,,,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
061800_6..N06R::1404705600.0,,,,,,,,,,-649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058550_6..N07R::1404705600.0,,12,16,-97,21,13,17,3,21,18,1,-5,,4,22,24,7,17,,15,,-9,24,,,4,-2,10,21,,4,22,,20,,,17,11
053950_6..N::1404705600.0,,10,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
062200_6..N01R::1404705600.0,-6,-164,2,-82,-36,2,32,20,10,35,33,13,23,-50,15,-23,23,6,21,5,53,8,17,65,22,-15,-26,-3,0,-12,-10,11,15,8,7,11,3,-2
059250_6..N01R::1404705600.0,5,-250,18,-85,22,11,17,-4,-6,28,14,-6,20,8,36,10,8,21,17,-40,-1,8,13,54,-1,9,0,1,6,8,-7,6,-1,9,1,-3,9,14
054400_6..N::1404705600.0,,9,,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
062600_6..N06R::1404705600.0,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059350_6..N07R::1404705600.0,,322,-13,-148,12,-7,26,3,15,28,28,-10,,0,25,-1,106,11,,-7,,-9,19,,,-2,63,11,12,,-62,-12,,-2,,,19,-7
063000_6..N01R::1404705600.0,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
063400_6..N06R::1404705600.0,,,,,19,-5,54,-10,15,19,5,-6,,4,26,22,53,18,,7,,1,-20,,,,137,-6,,,,-25,,,,,-26,12
063800_6..N01R::1404705600.0,,,,,17,8,20,12,12,43,-36,-6,,3,74,12,27,18,,44,,2,-2,,,12,27,-13,,,,14,,,,,-56,-6
055550_6..N::1404705600.0,,-6,,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
064200_6..N06R::1404705600.0,,,,,,,,,,-379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
056050_6..N::1404705600.0,,12,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
064600_6..N01R::1404705600.0,2,69,9,-72,-2,-4,43,-20,11,-229,21,5,2,16,320,-4,9,2,-2,-6,2,-8,37,68,4,-12,6,12,2,-7,-7,0,-11,15,-15,-5,17,10
061850_6..N01R::1404705600.0,7,15,-11,-80,18,-4,16,11,12,-49,35,-15,5,-9,84,2,-1,10,15,6,-12,-5,16,62,9,-21,-7,-13,-3,-2,-27,1,-6,-9,-10,2,28,19
065000_6..N06R::1404705600.0,,,,,72,0,23,17,-12,-229,-4,-18,,-1,115,-5,30,11,,3,,-6,0,,,,12,-11,,,,6,,,,,3,11
058400_6..N::1404705600.0,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,
057700_6..N::1404705600.0,,4,,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
065400_6..N01R::1404705600.0,2,-157,6,-54,10,-1,17,-1,7,0,17,9,0,-35,48,1,24,-1,9,10,4,5,20,67,3,-15,21,28,2,0,8,0,16,15,8,-13,-11,-1
065800_6..N06R::1404705600.0,,,,,,,,,,-319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
062800_6..N06R::1404705600.0,,,,,149,30,31,17,5,101,20,3,,5,34,3,48,20,,22,,19,34,,,,19,0,,,,8,,,,,-22,31
066200_6..N01R::1404705600.0,,,,,,,,,,-559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
063150_6..N06R::1404705600.0,,,,,44,6,22,-10,19,24,7,2,,38,20,-2,33,-7,,16,,11,8,,,,-4,-1,,,,21,,,,,6,4
066600_6..N06R::1404705600.0,,,,,19,14,16,26,-12,-199,-4,12,,-12,242,-1,51,36,,1,,20,-2,,,,17,1,,,,14,,,,,22,-4
067000_6..N01R::1404705600.0,0,-161,1,-85,17,11,29,-16,26,-109,19,20,19,23,103,26,25,4,28,24,2,8,33,56,-9,15,0,14,22,15,5,3,7,14,-10,18,-16,34
065200_6..N06R::1404705600.0,,,,,4,9,38,9,190,-199,9,-10,,15,28,9,35,13,,-2,,-2,7,,,,17,17,,,,8,,,,,5,13
067400_6..N06R::1404705600.0,,,,,20,12,42,6,10,-169,-1,-10,,9,165,8,33,10,,-11,,1,20,,,,2,13,,,,25,,,,,12,10
067800_6..N01R::1404705600.0,1,-12,-6,-126,8,-4,25,2,109,-169,1,-3,-6,-10,137,13,29,23,14,6,9,10,0,58,-4,-9,17,5,5,12,-45,-6,9,-36,0,9,-8,-1
068200_6..N06R::1404705600.0,,,,,3,7,42,17,10,11,10,-67,,27,159,10,32,14,,27,,8,31,,,,31,-2,,,,11,,,,,20,23
065300_6..N06R::1404705600.0,,,,,24,-2,30,-2,-12,-79,-9,-1,,-6,11,11,186,-38,,11,,12,-2,,,,0,-1,,,,-9,,,,,0,-2
068600_6..N01R::1404705600.0,6,-88,6,-79,15,15,7,9,9,66,20,14,31,4,40,9,-23,8,18,11,-1,-1,19,78,10,-1,20,18,15,9,6,15,4,16,-5,-2,16,-10
069000_6..N06R::1404705600.0,,,,,-10,4,36,23,26,9,18,5,,16,24,-3,25,-1,,-33,,21,18,,,,1,5,,,,7,,,,,15,16
067200_6..N01R::1404705600.0,,,,,,,,,,-379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
069400_6..N01R::1404705600.0,124,-79,3,-73,9,-11,17,8,14,-79,11,-6,-24,7,99,16,-1,10,6,13,5,-8,11,63,3,-1,23,-15,17,3,-59,17,4,4,-5,3,9,-10
069800_6..N06R::1404705600.0,,,,,24,11,25,-9,0,-19,17,3,,9,96,-9,39,-6,,13,,8,16,,,,-3,0,,,,12,,,,,18,20
070200_6..N01R::1404705600.0,-8,53,-8,-77,41,29,10,-3,-5,41,-12,-12,24,-32,10,9,6,15,2,-13,-21,15,-5,46,19,11,-24,6,-12,2,-27,1,5,-8,-34,12,-5,366
070600_6..N06R::1404705600.0,,,,,20,15,12,31,22,11,21,13,,13,52,8,28,28,,16,,2,2,,,,0,14,,,,11,,,,,24,22
068000_6..N01R::1404705600.0,-7,-84,-35,-94,16,12,19,14,51,-49,15,-12,26,-18,51,9,25,12,22,0,12,0,9,65,13,11,17,-45,10,18,-69,14,5,-12,-4,3,10,19
071000_6..N01R::1404705600.0,8,146,-37,-106,-4,7,-8,19,2,11,9,10,3,2,10,-1,2,0,29,14,-15,12,14,72,14,0,-6,-2,17,-5,-13,22,-6,-27,14,19,13,19
063800_6..N::1404705600.0,7,-163,,-67,,,,,,,,,21,,,,,,2,,3,,,72,2,,,,,,,,,,,,,
071400_6..N06R::1404705600.0,,,,,28,8,15,8,-3,-19,-1,1,,-2,90,-11,44,-45,,8,,-28,26,,,,47,15,,,,12,,,,,20,-8
071800_6..N01R::1404705600.0,-5,110,-10,-90,8,21,27,21,-10,-49,18,-2,-6,21,92,18,13,17,2,-3,4,6,12,48,-6,6,9,-3,-6,-7,-19,26,18,-5,9,15,3,4
072200_6..N06R::1404705600.0,,,,,15,4,23,17,5,-19,3,12,,17,74,3,38,8,,3,,-6,5,,,,16,-13,,,,4,,,,,-3,6
072600_6..N01R::1404705600.0,,,,,,,,,,-679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
073000_6..N06R::1404705600.0,,,,,,,,,21,-139,,-7,,,28,14,,15,,,,-4,,,,,,-15,,,,,,,,,,
073400_6..N01R::1404705600.0,,,,,,,,,9,-199,,-3,,,-20,-4,,10,,,,,,,,,,,,,,,,,,,,
073800_6..N06R::1404705600.0,,,,,33,19,35,7,15,-199,-3,-2,,10,23,16,51,19,,13,,-5,29,,,,-6,14,,,,-24,,,,,20,23
074200_6..N01R::1404705600.0,29,-63,-2,-87,2,8,3,-12,13,-19,-20,12,13,5,25,-5,-6,6,28,-13,-11,2,2,46,-10,-12,5,-7,-5,4,-12,-9,362,-27,1,9,-2,-3
074600_6..N06R::1404705600.0,,,,,29,2,34,11,-13,29,10,16,,3,23,10,-39,11,,-15,,-7,9,,,,1,-50,,,,7,,,,,6,14
075000_6..N01R::1404705600.0,10,17,307,261,26,-7,22,-6,7,11,-5,13,7,7,11,4,16,8,26,-12,14,14,-4,67,-11,-17,6,5,1,2,-1,-7,-4,17,10,16,-7,1
075400_6..N06R::1404705600.0,,,,,21,-36,41,15,12,41,24,6,,-11,44,9,29,23,,-37,,9,10,,,,11,-4,,,,6,,,,,-1,23
075800_6..N01R::1404705600.0,-20,36,12,34,-17,1,12,18,8,32,7,23,19,34,42,13,10,10,25,1,-12,6,6,53,9,-24,11,-8,13,9,4,-26,3,19,-8,1,-1,26
076200_6..N06R::1404705600.0,,,,,8,5,26,-4,3,12,17,5,,0,7,-6,46,-3,,1,,12,17,,,,12,0,,,,8,,,,,-20,12
076600_6..N01R::1404705600.0,-1,12,7,20,4,-34,44,9,8,11,-19,20,1,-4,41,8,13,11,-31,6,-12,-7,10,69,-11,9,-16,-14,26,-2,-9,-3,-3,10,-44,-1,5,3
072650_6..N06R::1404705600.0,,,,,0,-22,7,11,,,-2,,,6,,,48,,,16,,,20,,,,3,41,,,,-21,,,,,16,16
073050_6..N01R::1404705600.0,,253,6,-36,6,-10,39,31,,,15,,,9,41,,48,,,11,,-5,35,,,15,17,10,-4,22,-55,19,7,-8,20,-16,16,-21
077000_6..N06R::1404705600.0,,,,,53,-25,16,-12,25,11,-26,18,,13,14,10,45,5,,22,,11,26,,,,3,1,,,,13,,,,,-7,27
074000_6..N01R::1404705600.0,,-63,-3,-87,3,7,-15,-16,-2,-79,25,18,,5,35,17,9,7,,-10,,1,-11,,,-3,8,-44,14,13,-22,7,228,-3,37,13,12,18
077400_6..N01R::1404705600.0,,,,,,,,,,-259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077800_6..N06R::1404705600.0,,,,,,,,,,-259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078200_6..N01R::1404705600.0,7,9,-25,12,7,-3,34,8,-56,23,7,3,0,15,31,1,6,-7,17,-8,-7,-7,7,30,-15,-9,7,14,5,18,10,16,10,21,-1,3,3,-2
078600_6..N06R::1404705600.0,,,,,3,17,21,27,17,23,18,-28,,17,42,-1,33,20,,20,,-5,13,,,,-4,10,,,,-2,,,,,6,8
079000_6..N01R::1404705600.0,-11,-1,2,-9,19,50,41,12,5,-49,8,8,-13,11,35,-1,19,1,-9,-10,-15,-2,7,60,-14,9,3,-12,-6,9,-3,-12,2,9,-11,-6,-2,0
079400_6..N06R::1404705600.0,,,,,32,-12,49,13,-11,-19,14,-10,,17,33,11,6,13,,-3,,0,2,,,,15,-12,,,,-11,,,,,-7,-4
079800_6..N01R::1404705600.0,-26,20,-8,8,31,16,10,1,-6,-19,-9,8,0,1,28,-4,-1,32,5,8,-12,19,23,50,0,-2,23,6,15,13,-13,21,10,0,2,12,-8,-36
080200_6..N06R::1404705600.0,,,,,28,0,10,0,5,11,0,8,,6,16,-6,39,0,,-7,,13,1,,,,11,-27,,,,0,,,,,-5,3
080600_6..N01R::1404705600.0,21,8,-13,29,8,8,30,-38,13,-19,16,-8,3,3,43,20,22,14,2,7,-27,-10,7,61,-23,13,20,-23,-9,-3,-32,18,-45,-9,-11,-4,-3,-34
077450_6..N06R::1404705600.0,,,,,20,-4,7,-4,-35,49,28,8,,-5,11,-3,9,2,,9,,-10,19,,,,-6,4,,,,-6,,,,,-9,-1
077850_6..N01R::1404705600.0,,,9,19,29,25,61,7,-20,37,24,5,,-2,33,7,35,-10,,0,,15,11,,,-14,11,21,-5,-76,15,5,,-7,,,27,19
081000_6..N06R::1404705600.0,,,,,21,-11,22,-16,-10,-19,-8,11,,-14,11,-2,39,9,,-2,,-85,-4,,,,9,-17,,,,0,,,,,11,16
081400_6..N01R::1404705600.0,4,14,-24,7,16,14,24,22,12,-19,30,19,-9,9,50,12,5,8,5,-14,2,13,21,50,-1,-7,1,3,9,14,12,14,1,17,-6,7,10,4
081800_6..N06R::1404705600.0,,,,,18,9,13,25,20,-49,21,-10,,12,34,7,56,13,,-7,,8,12,,,,0,-2,,,,17,,,,,10,-3
082200_6..N01R::1404705600.0,-7,13,-13,93,14,2,22,23,3,-19,14,9,-8,-7,35,-5,-3,1,8,5,-16,6,15,41,-18,-6,22,-2,9,20,10,6,6,-2,-2,6,7,12
082600_6..N06R::1404705600.0,,,,,11,10,26,12,19,11,0,12,,6,24,-4,52,8,,-7,,-11,7,,,,-18,-15,,,,16,,,,,5,-13
083000_6..N01R::1404705600.0,-5,-8,8,4,1,-5,33,19,19,11,27,1,-4,-11,32,-13,3,16,10,4,-18,0,19,58,11,-1,16,-6,12,12,6,5,10,21,4,15,-18,-14
074000_6..N::1404705600.0,44,371,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,
083400_6..N06R::1404705600.0,,,,,12,25,32,-3,25,11,38,13,,-4,21,5,24,3,,-1,,4,16,,,,3,8,,,,6,,,,,4,-6
083800_6..N01R::1404705600.0,24,8,16,-2,30,4,17,-9,5,11,16,23,-8,12,46,14,58,7,0,16,-23,8,18,37,-13,24,19,-1,-5,1,17,-9,2,-4,-9,-33,-18,5
084200_6..N06R::1404705600.0,,,,,17,-10,26,-2,10,-19,7,15,,-7,-14,-2,49,9,,6,,-83,12,,,,24,5,,,,13,,,,,9,15
084600_6..N01R::1404705600.0,-9,18,-3,4,21,0,27,-5,12,-19,12,-65,12,24,14,14,-21,-20,5,-6,-17,13,29,55,-17,1,6,2,12,14,-64,24,31,2,-15,23,20,12
085000_6..N06R::1404705600.0,,,,,11,2,11,11,7,-19,35,13,,-4,43,3,30,3,,5,,12,10,,,,18,0,,,,31,,,,,4,7
085400_6..N01R::1404705600.0,,,,,,,,,,-1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
085800_6..N06R::1404705600.0,,,,,5,-4,31,3,23,11,30,18,,22,46,11,72,31,,-1,,7,15,,,,-16,16,,,,2,,,,,26,21
077850_6..N::1404705600.0,14,17,,,,,,,,,,,36,,,,,,6,,-24,,,2,-8,,,,,341,,,,,,,,
086200_6..N01R::1404705600.0,11,6,6,59,23,-11,20,0,-10,-19,2,-17,12,-6,5,0,25,11,-11,13,-10,14,53,49,-3,2,2,3,4,4,-15,19,2,5,-52,-4,13,-92
086600_6..N06R::1404705600.0,,,,,15,2,39,9,34,11,-16,20,,40,32,11,36,5,,17,,6,3,,,,30,-7,,,,10,,,,,23,20
087400_6..N03R::1404705600.0,,-60,-16,29,42,24,54,4,11,-19,40,16,,33,12,17,25,24,,27,,24,43,,,5,-3,56,14,13,-17,19,6,-2,-7,21,46,21
087800_6..N02R::1404705600.0,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
088200_6..N03R::1404705600.0,,,,,,,,,,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
088600_6..N02R::1404705600.0,,,,,,,,,,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
089000_6..N03R::1404705600.0,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
089400_6..N02R::1404705600.0,0,8,,33,12,5,24,-7,12,71,10,4,10,-8,9,6,7,20,-15,3,9,14,-25,47,10,,17,2,,,,3,,,,,25,13
089800_6..N03R::1404705600.0,,15,0,61,3,18,28,9,17,41,2,-4,,20,27,15,-6,15,,-1,,8,1,,,-4,15,25,13,-33,11,25,1,58,21,239,1,6
090200_6..N02R::1404705600.0,-9,-23,,15,16,22,45,-13,9,-19,17,10,22,-7,42,-1,74,1,32,4,-4,9,19,56,2,,17,-8,,,,-9,,,,,18,-4
090600_6..N03R::1404705600.0,,-58,-13,3,27,15,20,20,1,11,1,18,,10,36,9,17,7,,-8,,9,-3,,,13,3,-3,0,20,-24,17,18,-8,114,59,-5,-4
091000_6..N02R::1404705600.0,-15,55,,26,0,24,54,11,-6,11,16,-12,16,51,30,5,36,-43,15,-6,77,10,32,24,-27,,9,-13,,,,8,,,,,0,25
091400_6..N03R::1404705600.0,,15,-11,31,19,17,26,9,-7,-19,12,13,,-28,26,14,21,-1,,3,,12,145,,,4,5,-9,10,4,5,10,-12,12,11,-18,38,32
091800_6..N02R::1404705600.0,,-3,,23,16,-24,45,11,12,61,79,29,,28,42,1,34,18,,24,,34,34,,,,-1,5,,,,27,,,,,38,48
088900_6..N03R::1404705600.0,,7,4,20,31,14,18,19,13,,-2,-23,,-32,44,-8,17,-11,,4,,2,109,,,12,16,-5,-4,25,-5,26,11,13,28,33,16,14
088950_6..N02R::1404705600.0,43,59,,28,16,10,29,2,,,32,,9,14,-19,,54,,15,-5,-17,39,21,36,7,,33,23,,,,14,,,,,6,31
092200_6..N03R::1404705600.0,,4,-12,65,58,18,70,27,17,-19,-20,-5,,4,49,17,2,16,,11,,3,14,,,-4,19,22,11,12,-11,-24,10,5,4,12,-16,-26
089100_6..N02R::1404705600.0,-20,52,,37,26,1,33,-1,13,-49,29,-2,1,31,45,58,13,15,5,-3,2,-10,21,54,9,,8,6,,,,-22,,,,,14,17
089300_6..N03R::1404705600.0,,18,-8,11,36,11,29,-6,18,11,6,3,,35,20,2,22,18,,13,,20,33,,,-8,19,6,11,33,9,14,0,-5,-10,-4,22,-7
