,231N,501N,502N,505N,219N,416N,418N,234N,235N,245N,247N,250N,503N,214N,635N,244N,213N,218N,640N,230N,243N,504N,217N,222N,631N,423N,242N,216N,241N,229N,221N,215N,228N,220N,239N,246N,629N,137N,420N,132N,626N,621N,128N,233N,127N,419N,123N,120N,227N,226N,225N,212N,211N,210N,209N,208N,207N,206N,205N,204N,257N,256N,255N,254N,253N,252N,251N,249N,248N,201N
048600_5..N01X004::1404532800.0,,1404562661,1404562481,1404562151,,,,,,,,,1404562301,,,,1404561911,,,,,1404562241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
049800_5..N01X004::1404532800.0,,1404563321,1404563141,1404562781,,,,,,,,,1404563021,,,,1404562571,,,,,1404562901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
051000_5..N01X004::1404532800.0,,1404564161,1404564011,1404563681,,,,,,,,,1404563891,,,,1404563441,,,,,1404563771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
052200_5..N01X004::1404532800.0,,1404564941,1404564791,1404564461,,,,,,,,,1404564671,,,,1404564191,,,,,1404564551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053400_5..N01X004::1404532800.0,,,,1404564941,,,,,,,,,,,,,1404564881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054600_5..N01X004::1404532800.0,,,,,,,,,,,,,,,,,1404564941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055800_5..N01X004::1404532800.0,,,,,,,,,,,,,,,,,1404564941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058200_5..N01X004::1404532800.0,,1404568571,1404568391,,,,,,,,,,1404568271,,,,,,,,,1404568121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059400_5..N01X004::1404532800.0,,1404569321,1404569141,1404568811,,,,,,,,,1404569021,,,,1404568571,,,,,1404568901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060600_5..N01X004::1404532800.0,,1404569981,1404569831,1404569501,,,,,,,,,1404569711,,,,1404569261,,,,,1404569591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
061800_5..N01X004::1404532800.0,,1404570731,1404570521,1404570191,,,,,,,,,1404570401,,,,1404569921,,,,,1404570281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
063000_5..N01X004::1404532800.0,,1404571481,1404571301,1404570971,,,,,,,,,1404571151,,,,1404570671,,,,,1404571031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
064200_5..N01X004::1404532800.0,,1404572261,1404572051,1404571721,,,,,,,,,1404571931,,,,1404571481,,,,,1404571811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
065400_5..N01X004::1404532800.0,,1404573041,1404572831,1404572501,,,,,,,,,1404572711,,,,1404572231,,,,,1404572591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
066600_5..N01X004::1404532800.0,,1404573701,1404573491,1404573071,,,,,,,,,1404573341,,,,1404572891,,,,,1404573221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
067800_5..N01X004::1404532800.0,,1404574421,1404574181,1404573851,,,,,,,,,1404574061,,,,1404573491,,,,,1404573941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
069000_5..N01X004::1404532800.0,,1404575081,1404574841,1404574511,,,,,,,,,1404574721,,,,1404574181,,,,,1404574601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070200_5..N01X004::1404532800.0,,1404575831,1404575591,1404575261,,,,,,,,,1404575471,,,,1404575021,,,,,1404575351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071400_5..N01X004::1404532800.0,,1404576581,1404576341,1404576041,,,,,,,,,1404576251,,,,1404575771,,,,,1404576131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072600_5..N01X004::1404532800.0,,1404577271,1404577091,1404576761,,,,,,,,,1404576971,,,,1404576491,,,,,1404576821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
073800_5..N01X004::1404532800.0,,1404578321,1404578111,1404577781,,,,,,,,,1404577991,,,,1404577121,,,,,1404577871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
075000_5..N01X004::1404532800.0,,1404578591,1404578441,1404578111,,,,,,,,,1404578321,,,,1404577841,,,,,1404578201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076200_5..N01X004::1404532800.0,,1404579341,1404579161,1404578831,,,,,,,,,1404579041,,,,1404578591,,,,,1404578921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
077400_5..N01X004::1404532800.0,,1404580031,1404579821,1404579521,,,,,,,,,1404579731,,,,1404579281,,,,,1404579611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078600_5..N01X004::1404532800.0,,1404581051,1404580721,1404580391,,,,,,,,,1404580601,,,,1404580121,,,,,1404580481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079800_5..N01X004::1404532800.0,,1404581471,1404581291,1404580961,,,,,,,,,1404581171,,,,1404580751,,,,,1404581051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081000_5..N01X004::1404532800.0,,1404582191,1404582041,1404581681,,,,,,,,,1404581891,,,,1404581471,,,,,1404581771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082200_5..N01X004::1404532800.0,,1404582881,1404582701,1404582341,,,,,,,,,1404582581,,,,1404582161,,,,,1404582461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
083400_5..N01X004::1404532800.0,,1404583781,1404583601,1404583271,,,,,,,,,1404583481,,,,1404583031,,,,,1404583361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
084600_5..N01X004::1404532800.0,,1404584351,1404584171,1404583841,,,,,,,,,1404584051,,,,1404583661,,,,,1404583931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
085800_5..N01X004::1404532800.0,,1404585041,1404584861,1404584471,,,,,,,,,1404584711,,,,1404584261,,,,,1404584561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
087000_5..N01X004::1404532800.0,,1404585701,1404585521,1404585161,,,,,,,,,1404585401,,,,1404584951,,,,,1404585281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
088200_5..N01X004::1404532800.0,,1404586481,1404586331,1404585971,,,,,,,,,1404586181,,,,1404585791,,,,,1404586061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
089400_5..N01X004::1404532800.0,,1404587261,1404587021,1404586691,,,,,,,,,1404586901,,,,1404586481,,,,,1404586781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
090600_5..N01X004::1404532800.0,,1404587981,1404587801,1404587471,,,,,,,,,1404587681,,,,1404587261,,,,,1404587561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
091800_5..N01X004::1404532800.0,,1404588761,1404588581,1404588221,,,,,,,,,1404588431,,,,1404587951,,,,,1404588311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
093000_5..N01X004::1404532800.0,,1404589271,1404589091,1404588731,,,,,,,,,1404588941,,,,1404588521,,,,,1404588821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094200_5..N01X004::1404532800.0,,1404590111,1404589901,1404589541,,,,,,,,,1404589781,,,,1404589331,,,,,1404589631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
095400_5..N01X004::1404532800.0,,1404590951,1404590771,1404590441,,,,,,,,,1404590621,,,,1404590171,,,,,1404590501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096600_5..N01X004::1404532800.0,,1404591491,1404591311,1404590981,,,,,,,,,1404591191,,,,1404590741,,,,,1404591041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
097800_5..N01X004::1404532800.0,,1404592301,1404592121,1404591731,,,,,,,,,1404591971,,,,1404591581,,,,,1404591881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
099000_5..N01X004::1404532800.0,,1404592931,1404592751,1404592421,,,,,,,,,1404592631,,,,1404592211,,,,,1404592511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100200_5..N01X004::1404532800.0,,1404593651,1404593471,1404593141,,,,,,,,,1404593351,,,,1404592931,,,,,1404593231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101400_5..N01X004::1404532800.0,,1404594401,1404594221,1404593861,,,,,,,,,1404594071,,,,1404593621,,,,,1404593951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102600_5..N01X004::1404532800.0,,1404595121,1404594941,1404594611,,,,,,,,,1404594821,,,,1404594401,,,,,1404594671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103800_5..N01X004::1404532800.0,,1404595931,1404595721,1404595361,,,,,,,,,1404595601,,,,1404595151,,,,,1404595451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105000_5..N01X004::1404532800.0,,1404596621,1404596441,1404596081,,,,,,,,,1404596291,,,,1404595841,,,,,1404596171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106250_5..N01X004::1404532800.0,,1404597311,1404597161,1404596831,,,,,,,,,1404597041,,,,1404596621,,,,,1404596921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107450_5..N01X004::1404532800.0,,,,,,,,,,,,,,,,,1404597311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108650_5..N01X004::1404532800.0,,,,,,,,,,,,,,,,,1404597311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109850_5..N01X004::1404532800.0,,,,,,,,,,,,,,,,,1404597311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132650_5..N01X004::1404532800.0,,1404613241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133850_5..N01X004::1404532800.0,,1404613931,1404613751,1404613391,,,,,,,,,1404613601,,,,1404613181,,,,,1404613481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135050_5..N01X004::1404532800.0,,1404614651,1404614471,1404614141,,,,,,,,,1404614351,,,,1404613841,,,,,1404614231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136250_5..N01X004::1404532800.0,,1404615401,1404615191,1404614621,,,,,,,,,1404615071,,,,1404614471,,,,,1404615011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137450_5..N01X004::1404532800.0,,1404615971,1404615791,1404615461,,,,,,,,,1404615611,,,,1404615221,,,,,1404615551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139150_5..N01X004::1404532800.0,,,,1404616031,,,,,,,,,,,,,1404615911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140000_5..N01X004::1404532800.0,,1404617591,1404617411,1404617051,,,,,,,,,1404617261,,,,1404616811,,,,,1404617141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141200_5..N01X004::1404532800.0,,1404618491,1404618041,1404617711,,,,,,,,,1404617921,,,,1404617531,,,,,1404617801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142500_5..N01X004::1404532800.0,,1404619181,1404618941,1404618611,,,,,,,,,1404618821,,,,1404618371,,,,,1404618701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144300_5..N32X002::1404532800.0,,,,,,,,,,,,,,,,,1404619181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002300_5..N32X002::1404532800.0,,,,,,,,,,,,,,,,,1404619181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144300_5..N32X002::1404619200.0,,1404620381,1404620231,1404619871,,,,,,,,,1404620051,,,,1404619661,,,,,1404619961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002300_5..N32X002::1404619200.0,,1404621251,1404621071,1404620771,,,,,,,,,1404620951,,,,1404620531,,,,,1404620831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142500_5..N01X004::1404619200.0,,1404619271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004300_5..N32X002::1404619200.0,,1404622451,1404622271,1404621911,,,,,,,,,1404622121,,,,1404621731,,,,,1404622001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006300_5..N32X002::1404619200.0,,1404623681,1404623471,1404623171,,,,,,,,,1404623381,,,,1404622961,,,,,1404623261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008300_5..N32X002::1404619200.0,,1404624941,1404624761,1404624431,,,,,,,,,1404624581,,,,1404624251,,,,,1404624521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010300_5..N32X002::1404619200.0,,1404626081,1404625901,1404625571,,,,,,,,,1404625781,,,,1404625361,,,,,1404625661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
